name	type	sub_type	entry	summary
	publication			J. Craenenbroeck 2014 On diagnosing complement-taking roots
	publication			B. Partee 1978 Bound Variables and Other Anaphors
	publication			Yusuke Kubota & R. Levine 2016 The syntax-semantics interface of ‘respective’ predication: a unified analysis in Hybrid Type-Logical Categorial Grammar
	publication			Jacob Cohen 1960 A Coefficient of Agreement for Nominal Scales
	publication			Sylvia Adamson 2019 Misreading and Language Change: A Foray into Qualitative Historical Linguistics
	publication			Satoshi Tomioka 1995 [FOCUS] Restricts Scope: Quantifier in VP Ellipsis
	publication			A. Whitehead 1949 An Introduction to Mathematics
	publication			Chris Collins 2005 A Smuggling Approach to Raising in English
	publication			Yeun-Jin jung 2015 Subjacency Revisited: Is it Real or a Reflex of Performance Biases?
	publication			R. Folli & H. Harley 2008 Teleology and animacy in external arguments
	publication			H. Hasegawa 1988 ON ANTECEDENT-CONTAINED DELETION
	publication			A. Belletti & Claudia Manetti 2018 Topics and passives in Italian-speaking children and adults
	publication			Pavel V. Grashchenkov 2024 Variable agreement and the structure of coordination
	publication			Julie Faruk Milena Don Anne Legate & Faruk Akkuş & Milena Šereikaitė & D. Ringe 2020 On passives of passives
	publication			Denis Bouchard 2012 Solving the UG Problem
	publication			A. Yule 1978 Large-scale structure in the mixing layer of a round jet
	publication			Ryan C. Taylor & B. Klein & Joey Stein & M. Ryan 2008 Faux frogs: multimodal signalling and the value of robotics in animal behaviour
	publication			J. Saffran & Erik D. Thiessen 2003 Pattern induction by infant language learners.
	publication			Phil Crone 2018 Assertions of Clarity & Raising Awareness
	publication			Michael White & Simon Charlow & Jordan Needle & Dylan Bumford 2017 Parsing with Dynamic Continuized CCG
	publication			N. Whitman 2002 A categorial treatment of adverbial nouns
	publication			Alon Fishman 2021 Sentence-internal different and lexical reciprocity
	publication			Daniyar Itegulov & E. Lebedeva 2018 Handling Verb Phrase Anaphora with Dependent Types and Events
	publication			L. Moss 2012 The Soundness of Internalized Polarity Marking
	publication			P. Gorrell 1993 Evaluating the direct association hypothesis: A reply to pickering and barry (1991)
	publication			A. Helal 2021 Definite description of episodic free relatives in Jordanian Arabic: A choice function analysis
	publication			P. Dekker & R. Rooy 2000 Bi-Directional Optimality Theory: An Application of Game Theory
	publication			J. Grinstead & Ramón Padilla-Reyes & Melissa Nieves-Rivera 2021 A Collective-Distributive Pragmatic Scale and the Developing Lexicon
	publication			Masashi Yoshikawa & K. Mineshima & Hiroshi Noji & D. Bekki 2018 Combining Axiom Injection and Knowledge Base Completion for Efficient Natural Language Inference
	publication			Dong-woo Park 2021 Korean Specificational Pseudoclefts as Caseless Focus Nominal Extraction*
	publication			Andrea Beltrama 2021 Just perfect, simply the best: an analysis of emphatic exclusion
	publication			M. Bittner 1998 Cross-Linguistic Semantics for Questions
	publication			R. Wyman 2003 The Projection Problem
	publication			L. J. Cohen & A. Prior 1958 Time and Modality.
	publication			Iker Salaberri 2024 Negative correlative coordination in Indo-European: emergence, evolution and variability
	publication			B. Schein 2016 Noughty bits: the subatomic scope of negation
	publication			Rachel Walker 1999 Guaraní Voiceless Stops in Oral versus Nasal Contexts: An Acoustical Study
	publication			A. Grosu & S. Thompson 1977 Constraints on the Distribution of NP Clauses
Benveniste1971	publication			Emile Benveniste 1971 Problems in General Linguistics
Clark1996	publication			Clark, Herbert 1996 Using language
Kim2008	publication			Kim, Jong-Bok and Sells, Peter 2008 English syntax: An introduction
Paris1979	publication			Paris, Marie-Claude 1979 Nominalization in Mandarin Chinese
時枝1950	publication			時枝誠記 1950 日本文法口語篇
	publication			F. Richter 2016 Categorematic unreducible polyadic quantifiers in Lexical Resource Semantics
Büring2008a	publication			Daniel Büring 2008 Contrastive topics decomposed—comments on Wagner’s paper
craenenbroeck2017a	publication			Craenenbroeck and Jeroen 2017 VP-ellipsis
Lipták2019	publication			Anikó Lipták 2019 Hungarian
Abraham2023	publication			Werner Abraham 2023 Types of autonomous V-final sentences
Ciardelli2009	publication			Johan van Benthem & J. Groenendijk & Rosalie Iemhoff & Dick De Jongh & F. Roelofsen & Y. Venema & L. Martellini & Velieri 2009 Msc in Logic
HenySchnelle1979	publication			F. Heny & H. Schnelle 1979 Selections from the Third Groningen Round Table
Lobeck1991	publication			A. Lobeck 1991 The Phrase Structure of Ellipsis
Moltmann1992a	publication			Friederike Moltmann 1992 Coordination and comparatives
Potts2013	publication			Christopher Potts & Stanford Linguistics 2013 Conversational implicature: interacting with grammar
Rizzi2006	publication			L. Rizzi 2006 On the Form of Chains: Criterial Positions and ECP Effects.
Schein1993	publication			B. Schein 1994 Plurals and Events
Sneddon2010	publication			J. Sneddon & K. Adelaar & Dwi Noverini Djenar & Michael C. Ewing 2010 Indonesian: A Comprehensive Grammar
LefebvreMuysken1988	publication			C. Lefebvre & P. Muysken 1988 Mixed Categories: Nominalizations in Quechua
Crysmann2000	publication			Berthold Crysmann 2001 Clitics and coordination in linear structure
Benthem1986	publication			J. Benthem 1986 Essays in Logical Semantics
Kay1997	publication			P. Kay 1997 Words and the grammar of context
Levin2000	publication			B. Levin 2000 Aspect, Lexical Semantic Properties, and Argument Expression
Villalba2017	publication			Xavier Villalba & Andreas Dufter & E. Stark 2017 17. Exclamatives, imperatives, optatives
Cingue1999	publication			G. Cinque 1999 Adverbs and Functional Heads: A Cross-Linguistic Perspective
Yashima2015	publication			Jun Yashima 2015 Antilogophoricity: In Conspiracy with the Binding Theory
BoroditskySchmidtPhillips2003	publication			L. Boroditsky & Lauren A. Schmidt & Webb Phillips 2003 Sex, syntax and semantics.
Duffield2001	publication			Duffield, Nigel and Matsuo, Ayumi 2001 A comparative study of ellipsis and anaphora inL2 acquisition
Takita2008	publication			Kensuke Takita 2008 String-vacuous scrambling and Cyclic Linearization
Saito1984	publication			M. Saito 1984 On the definition of c-command and government
	publication			R. A. V. D. Sandt 1982 Kontekst en presuppositie: een studie van het projektieprobleem en de presuppositionele eigenschappen van de logische konnektieven
	publication			S. Law 1990 The syntax and phonology of Cantonese sentence-final particles
	publication			S. Wal 1996 Negative Polarity Items and Negation: Tandem Acquisition
	publication			I. Chen 2015 The Diachronic Development and Synchronic Distribution of Minimizers in Mandarin Chinese
	publication			M. Barlow & D. Flickinger & Michael T. Wescoat & Mark Cobler & S. MacKAYE & Jeffrey A. Goldberg & M. Dalrymple & Megan J. Crowhurst 1983 Proceedings of the West Coast Conference on Formal Linguistics
	publication			J. Ginzburg 2012 The Interactive Stance
	publication			Hee-Don Ahn & Sungeun Cho 2007 Subject-Object Asymmetries of Morphological Case Realization
	publication			Yusuke Kubota 2014 A deductive synthesis of ‘argument sharing’ and ‘verb raising’
	publication			Maia Duguine 2008 Silent arguments withoutpro: The case of Basque
	publication			Aaron Steven White 2020 Lexically triggered veridicality inferences
	publication			中村 捷 & 東北大学英語学研究室 1994 Current topics in English and Japanese
	publication			Arantzazu Elordieta 2014 Truncation feeds intervention : Two clause type effects in Basque ∗
	publication			C. Umbach 2019 Scalar and non-scalar comparison across categories : The case of Turkish equatives
	publication			Toru Kunishige 2002 On How Speaker ’ s and Participant ’ s Viewpoints Function in Japanese ― A cognitive approach to the reflexive jibun ―
	publication			Yimei Xiang 2020 Relativized Exhaustivity Mention-some and Uniqueness Prediction avoiding over-predictions of MS
	publication			S. Kuroda 1992 What can Japanese Say About Government and Binding
	publication			J. Craenenbroeck & Kyle B. Johnson & Richard S. Kayne & I. Kucerova & A. Lipták & J. Merchant & Dany Jaspers & Timo Klein & M. Lekakou 2012 Ellipsis, identity, and accommodation∗
	publication			Y. Choi 2019 The Journal of Studies in Language
	publication			A. Bodrogligeti 2001 An academic reference grammar of modern literary Uzbek
	publication			Shigeru Miyagawa 2005 Unifying Agreement and Agreement-less Languages ∗
	publication			益子 真由美 1993 On Argument Structure
	publication			A. Carnie & E. Guilfoyle 2000 The Syntax of Verb Initial Languages
	publication			H. Zeijlstra 2004 Sentential negation and negative concord
	publication			A. Simões 2015 O objeto pronominal acusativo de 3a pessoa nas variedades de espanhol de Madri e Montevidéu comparado ao português brasileiro: clíticos como manifestação visível e objetos nulos como manifestação não visível da concordância de objeto
	publication			M. Watson & M. Macleod 2010 The Edinburgh Companion to the Gaelic Language
	publication			D. Penka 2005 Almost : A test?
	publication			D. Blok 2015 Scope Interactions between Modals and Modified Numerals
	publication			Mary A. Kato 1999 Strong and weak pronominals in the null subject parameter
	publication			K. Ludwig 2007 Foundations of Social Reality in Collective Intentional Behavior
	publication			Pablo Picasso Feliciano de Faria 2014 O Axioma da Correspondência Linear e a Estrutura Sintagmática Nua: um levantamento de propostas de compatibilização The Linear Correspondence Axiom and bare phrase structure: a survey of proposals for compatibilization
	publication			Anastasia Smirnova 2011 Evidentiality and mood: Grammatical expressions of epistemic modality in Bulgarian
	publication			 2021 ‘ Pronounce φ ’ : ‘ Number ’ Clitics in a Non-Redundant Null-Subject System
	publication			Itziar San Martin Egia 2007 The complementary distribution between pro and lexical subjects
	publication			André Meinunger 2004 Verb position, verbal mood and the anchoring (potential) of sentences
	publication			Arseny Anisimov & Daria Sidorkina 2023 methods and
	publication			G. Preyer & G. Peter 2002 Logical Form and Language
	publication			B. Partee 2004 Compositionality in formal semantics : selected papers
	publication			H. Kamp 1981 The Paradox of the heap
	publication			Uwe Mönnich 1981 Aspects of Philosophical Logic
	publication			Amanda Ritchart & G. Goodall & M. Garellek 2016 Prosody and the That-Trace Effect: AnExperimental Study
	publication			G. Gazdar & G. Pullum 1982 Generalized phrase structure grammar : a theoretical synopsis
	publication			J. Gerhard & P. Monachesi & Gerald Penn & S. Wintner 2004 Proceedings of Formal Grammar 2004
	publication			Jason Overfelt 2015 Rightward Movement: A Study in Locality
	publication			Chris LaTerza 2011 Thematic Roles and the Interpretation of one -‐ another Reciprocals
	publication			David R. Dowty 1989 On the Semantic Content of the Notion of ‘Thematic Role’
	publication			S. Stucky 1981 Free Word Order Languages, Free Constituent Order Languages, and the Gray Area in Between
	publication			S. Kuroda 1992 On Japanese Passives
	publication			Koji Shimamura & Kobe 2021 Against embedded modal as control in Japanese: Its relevance to the implicational complementation hierarchy
	publication			Jo-Wang Lin 1996 Polarity licensing and wh-phrase quantification in Chinese
	publication			Maria-Margarita Makri 2018 Aspects of comparative constructions : comparative syntax, semantics & L1-acquisition
	publication			Hajime Hoji & Yasuo Ishii 2004 What Gets Mapped to the Tripartite Structure of Quantification in
	publication			G. Müller 2000 Shape Conservation and Remnant Movement
	publication			R. Sokołowski 1979 Presence and absence
	publication			Sergey Slavnov 2023 Tensor term logic for categorial grammars: simple unification of commutative and noncommutative structure
	publication			G. Morrill 2011 LOGICAL GRAMMAR
	publication			E. Bach 1981 Discontinuous constituents in generalized categorial grammars
	publication			A. Marantz 1988 Apparent exceptions to the projection principle
	publication			Mathieu Morey 2011 Étiquetage grammatical symbolique et interface syntaxe-sémantique des formalismes grammaticaux lexicalisés polarisés. (Symbolic supertagging and syntax-semantics interface of polarized lexicalized grammatical formalisms)
	publication			M. Sailer 2000 Combinatorial Semantics and Idiomatic Expressions in Head-Driven Phrase Structure Grammar
	publication			 2014 Polarity sensitivity and update refusal : the case of the Japanese negative totemo ‘ very ’
	publication			Filippo Beghelli 1995 THE PHRASE STRUCTURE OF QUANTIFIER SCOPE
	publication			D. Ziegeler 2017 Quantification under negative scope in Singapore English
	publication			Christina M. Manning & M. Sera & H. Pick 2002 Understanding How We Think about Space
Fukui2001	publication			Naoki Fukui 2001 Phrase Structure
NakamuraI2022	publication			Isso Nakamura 2022 Sentencehood
Selkirk1995	publication			Selkirk, Elisabeth O. 1995 Sentence prosody: Intonation, stress and phrasing
Tiel2014	publication			Tiel and Bob 2014 Quantity matters: Implicatures, typicality and truth: Radboud Universiteit Nijmegen dissertation
	publication			  Learning overhypotheses with hierarchical Bayesian models
Craenenbroeck2004	publication			Craenenbroeck and Jeroen 2004 Ellipsis in Dutch dialect
Kim1997	publication			Kim, Jeong-Seok 1997 Syntactic Focus Movement and Ellipsis: A Minimalist Approach
Ning1993	publication			Ning, Chunyan 1993 The Overt Syntax of Topicalization and Relativization in Chinese
Nishigauchi1986	publication			Taisuke Nishigauchi 1986 Quantification in syntax
BuccolaHaida2019	publication			Brian Buccola & A. Haida 2019 Obligatory Irrelevance and the Computation of Ignorance Inferences
DieuleveutChemlaSpector2019	publication			Anouk Dieuleveut & E. Chemla & Benjamin Spector 2019 Distinctions between primary and secondary scalar implicatures
FukuiSakai2003	publication			Naoki Fukui & Hiromu Sakai 2003 The visibility guideline for functional categories: Verb raising in Japanese and related issues
GarnhamOakhill1987	publication			A. Garnham & J. Oakhill 1987 Interpreting Elliptical Verb Phrases
GriceWhite1961	publication			H. Grice & A. White 1961 The Causal Theory of Perception
Kennedy1997	publication			Christopher Kennedy 1997 Antecedent-contained deletion and the syntax of quantification
Larson2012	publication			Bradley Larson 2012 A Dilemma with Accounts of Right Node Raising
Musan1997	publication			R. Musan 1997 Tense, Predicates, and Lifetime Effects
Ramachandran1988	publication			V. S. Ramachandran 1988 Perception of shape from shading
Rey1983	publication			Georges Rey 1983 Concepts and stereotypes
Romoli2013	publication			Jacopo Romoli 2012 A scalar implicature-based approach to neg-raising
Schütze2001	publication			Carson T. Schütze 2001 On the Nature of Default Case
Takahashi1990	publication			Daiko Takahashi 1990 NEGATIVE POLARITY, PHRASE STRUCTURE, AND THE ECP
Nouwen2010	publication			R. Nouwen 2010 Two kinds of modified numerals
Wansing1992	publication			H. Wansing 1992 Formulas-as-types for a Hierarchy of Sublogics of Intuitionistic Propositional Logic
Steinert-Threlkeld2020	publication			Shane Steinert-Threlkeld 2019 An Explanation of the Veridical Uniformity Universal
McCready2009	publication			E. McCready 2008 What man does
Axel-Tober2017	publication			Katrin Axel-Tober 2017 The development of the declarative complementizer in German
RinkeAßmann2017	publication			E. Rinke & Elisabeth Aßmann 2017 The Syntax of Relative Clauses in European Portuguese. Extending the Determiner Hypothesis of Relativizers to Relative que
Carrier1989	publication			J. Carrier 1989 ProperRepresentationof ArgumentStructureas a Projection of Conceptual Structure,"ms., HarvardUniversity, Cambridge,Massachusetts
ChemlaSpector2011	publication			Emmanuel Chemla and Benjamin Spector 2011 Experimental evidence for em bedded scalar implicatures
Kameyama1984	publication			Megumi Kameyama 1984 Subjective/logophoric bound anaphor zibun
Labov1969	publication			Labov, William 1969 Contraction, deletion and the inherent variability of the Englishcopula
Lees1961	publication			Lees, Robert 1961 The English comparative construction
Neijt1981b	publication			Neijt, Anneke 1981 Gapping bestaat
Ngonyani1998	publication			Ngonyani, Deo 1998 V-to-I movement in Kiswahili
ColeSung1994	publication			Cole P. and L.-M. Sung 1994 Head movement ad long distance reflexives
	publication			Gennaro Chierchia 1992 Anaphora and dynamic binding
	publication			Lukas Rieser 2019 Quality of commitment: Japanese daroo as a speech act operator
	publication			Jacques Jayez & L. Tovena 2005 Free Choiceness and Non-Individuation
	publication			Shigeru Miyagawa 1987 Lexical categories in Japanese
	publication			Hiromu Sakai & A. Ivana & Chao Zhang 2004 THE ROLE OF LIGHT VERB PROJECTION IN TRANSITIVITY ALTERNATION
	publication			Tommy Tsz-Ming Lee 2024 The Unity of Movement
	publication			Xavier Villalba 2022 The Functional Structure of Infinitive Relatives in Romance  Consequences for the Cartographic Approach
	publication			Charles Kemp & A. Perfors & J. Tenenbaum 2007 Learning overhypotheses with hierarchical Bayesian models.
	publication			P. Dangerfield 1996 Logic
	publication			E. Lorini 2018 Rethinking Epistemic Logic with Belief Bases
	publication			Mingming Liu 2017 Varieties of alternatives: Mandarin focus particles
	publication			Nicholas Asher & A. Lascarides 1998 The Semantics and Pragmatics of Presupposition
	publication			Doreen Georgi 2017 Patterns of Movement Reflexes as the Result of the Order of Merge and Agree
	publication			Toshiyuki Ogihara 2013 COUNTERFACTUAL CONDITIONALS AND FOCUS
	publication			V. Gribanova 2017 Head movement and ellipsis in the expression of Russian polarity focus
	publication			Richard Futrell & R. Levy & E. Gibson 2020 Dependency locality as an explanatory principle for word order
	publication			Kay Prüfer & F. Racimo & N. Patterson & F. Jay & S. Sankararaman & S. Sawyer & Anja Heinze & Gabriel Renaud & Peter H. Sudmant & C. D. Filippo & Heng Li & Swapan Mallick & M. Dannemann & Qiaomei Fu & Martin Kircher & Martin Kuhlwilm & M. Lachmann & M. Meyer & M. Ongyerth & Michael F. Siebauer & Christoph Theunert & Arti Tandon & Priya Moorjani & Joseph K. Pickrell & J. Mullikin & Samuel H. Vohr & R. Green & Ines Hellmann & Philip L. F. Johnson & H. Blanché & H. Cann & J. Kitzman & J. Shendure & E. Eichler & E. Lein & Trygve E Bakken & L. Golovanova & V. Doronichev & M. Shunkov & A. Derevianko & B. Viola & M. Slatkin & D. Reich & J. Kelso & S. Pääbo 2013 The complete genome sequence of a Neandertal from the Altai Mountains
	publication			R. Stockwell 2022 Contrast and verb phrase ellipsis: The case of tautologous conditionals
	publication			Duk‐Ho An 2018 Another way to avoid islands
	publication			C. Phillips 2013 Some arguments and nonarguments for reductionist accounts of syntactic phenomena
	publication			Matthew Pearson 2005 The Malagasy Subject/Topic as an A′-Element
	publication			Ellen-Petra Kester & P. Sleeman 2002 N-Ellipsis in Spanish
	publication			Xavier Villalba 2019 InfinitiveWh‐Relatives in Romance: Consequences for the Truncation‐versus‐Intervention Debate
	publication			Georg F. K. Höhn 2024 A word order typology of adnominal person
	publication			Lindsay J. Whaley & A. Alexiadou & T. Alan Hall 1997 Studies on universal grammar and typological variation
	publication			Sonia Cyrino & Gabriela Matos 2002 VP ellipsis in European and Brazilian Portuguese: a comparative analysis
	publication			R. Zanuttini & Miok Pak & P. Portner 2012 A syntactic analysis of interpretive restrictions on imperative, promissive, and exhortative subjects
	publication			H. Bush 1978 Last word.
	publication			Andrew McInnerney 2022 The Position of Wh-Subjects in Labeling Theory
	publication			D. Alok 2021 The Morphosyntax of Magahi Addressee Agreement
	publication			Elliot Murphy 2015 The brain dynamics of linguistic computation
	publication			Brian Buccola & A. Haida 2021 How obligatory irrelevance, symmetric alternatives, and dense scales conspire: The case of modified numerals and ignorance
	publication			Lucas Champollion 2015 Stratified reference: the common core of distributivity, aspect, and measurement
	publication			P. Cairns & R. Shillcock & N. Chater & J. Levy 1997 Bootstrapping Word Boundaries: A Bottom-up Corpus-Based Approach to Speech Segmentation
	publication			R. Borsley 1989 An HPSG approach to Welsh
	publication			Timothée Bernard 2018 Fine-Grained Discourse Structures in Continuation Semantics
	publication			Daniyar Itegulov & E. Lebedeva & B. W. Paleo 2018 Sensala: a Dynamic Semantics System for Natural Language Processing
	publication			Eriko Kinoshita & K. Mineshima & D. Bekki 2016 An Analysis of Selectional Restrictions with Dependent Type Semantics
	publication			S. Chatzikyriakidis & Zhaohui Luo 2014 Natural Language Inference in Coq
	publication			H. Herrlich & Miroslav Husek 1985 Galois Connections
	publication			Alessandro Mazzei & Michele Monticone & Cristian Bernareggi 2019 Using NLG for speech synthesis of mathematical sentences
	publication			M. Traxler & M. Pickering & C. Clifton 1998 Adjunct attachment is not a form of lexical ambiguity resolution
	publication			Peter Meijes Tiersma 1982 Local and General Markedness
	publication			Susagna Tubau 2015 On the syntax of English minimizers
	publication			R. Cattell 1978 On the Source of Interrogative Adverbs.
	publication			Jennifer Hay & Christopher Kennedy & B. Levin 1999 Scalar Structure Underlies Telicity in "Degree Achievements"
	publication			Jey Han Lau & Alexander Clark & Shalom Lappin 2014 Measuring Gradience in Speakers' Grammaticality Judgements
	publication			Samuel Jay Keysser & T. Roeper 1992 Re: the abstract clitic hypothesis
	publication			Radek Šimík 2013 The PRO-wh connection in modal existential wh-constructions
	publication			Rose Letsholo 2007 Who is where: deriving right edge WH phrases in Ikalanga WH constructions
	publication			Bradley Hoot & Shane Ebert 2024 Syntactic island effects in Spanish: Experimental evidence
	publication			H. Woodbury 1975 Onondaga Noun Incorporation: Some Notes on the Interdependence of Syntax and Semantics
	publication			M. Bochnak 2013 Scale exhaustivity and the Modification Condition
	publication			Pauli Brattico 2005 A Category-free Model of Finnish Derivational Morphology
	publication			A. Kathol & C. Pollard 1995 Extraposition via Complex Domain Formation
	publication			M. Baltin 2010 The Nonreality of Doubly Filled Comps
	publication			Norimasa Hayashi 2020 Labeling without Weak Heads
	publication			K. Wynn 1992 Children's acquisition of the number words and the counting system
	publication			M. Lindauer 1962 Ethology.
いのほた言語学チャンネル:392	publication			  音声学者・川原繁人さん『言語学者、生成AIを危ぶむ--子どもにとって毒か薬か』からさらにAI関連で展開！【いのほた言語学チャンネル第392回】
EpsteinEA1998	publication			Samuel David Epstein and Erich M. Groat and Ruriko Kawashima and Hisatsugu Kitahara 1998 A Derivational Approach to Syntactic Relations
Han2000	publication			Chung-Hye Han 2000 The structure and interpretation of imperatives: mood and force in universal grammar (Outstanding Dissertations in Linguistics
Kobayashi2004	publication			Hideki Kobayashi 2004 Gendai-nihongo no kango-dōmeishi no kenkyū [A study of Sino-Japanese verbal nouns in modern Japanese
KoopmanSzabolcsi2000	publication			Koopman, Hilda Judith and Szabolcsi, Anna 2000 Verbal complexes
Manzini1992	publication			Manzini, Maria Rita 1992 Locality: A Theory and Some of Its Empirical Consequences
Merchant2001	publication			Merchant, Jason 2001 The syntax of silence: Sluicing, islands, and the theory ofellipsis
Zipf1949	publication			Zipf, George K. 1949 Human behavior and the principle of least effort
GoodfellowBengioCourville2016	publication			Ian Goodfellow and Yoshua Bengio and Aaron Courville 2016 Deep learning
Hoye1997	publication			Leo Hoye 1997 Adverbs and Modality in English
Miyata2004b	publication			Susanne Miyata 2004 Japanese: Ryo Corpus
Solan1983	publication			Lawrence Solan 1983 Pronominal reference: Child language and the theory of grammar
	publication			Winfried Lechner 2004 Ellipsis in Comparatives
	publication			S. Stevens-Guille & Elena Vaikšnoraitė 2021 Case alternation in lexicalized grammar
	publication			Jong-Bok Kim 2011 Floating numeral classifiers in Korean: A thematic-structure perspective
Fischer2007	publication			Klaus Fischer 2007 Temporary ambiguity of German and English term       complements
Copley2005	publication			Bridget Copley 2005 What should ‘should
Haegeman2000	publication			Liliane Haegeman 2000 Negative Preposing, the Neg Criterion and the Structure of CP
Hyman1993	publication			Hyman, Larry M. and Katamba, Francis X. 1993 The argument in Luganda: Syntax orpragmatics?
Kluck2009	publication			Kluck, Marlies 2009 Good neighbors or far friends
Lakoff1971	publication			Lakoff, Robin T. 1971 Ifs, ands, and buts about conjunction
Matsumoto2007	publication			Yo Matsumoto 2007 Go ni okeru metafā-teki-imi no jitsugen to sono seiyaku [Realization of metaphorical meaning in words and its constraints
Noda1995	publication			Hisashi Noda 1995 Bun no kaisō kōzō kara mita shudai to toritate [Topic and focus as viewed from the hierarchical structure of the sentence
Sakai1998b	publication			Hiromu Sakai 1998 Raising asymmetry and improper movement
	publication			Manfred Krifka 1989 Nominal Reference, Temporal Constitution and Quantification in Event Semantics
	publication			Emmon Bach 1984 Some Generalizations of Categorial Grammars
BockKroch1989	publication			J. Kathryn Bock & A. Kroch 1989 The Isolability of Syntactic Processing
CrainSteedman1985	publication			S. Crain & M. Steedman 1985 On not being led up the garden path : The use of context by the psychological syntax processor
Grebenyova2009	publication			Lydia Grebenyova 2009 Sluicing and Multiple Wh-fronting.
Grohmann2003	publication			K. Grohmann 2003 Prolific Domains: On the Anti-Locality of movement dependencies
Meurers1999	publication			Walt Detmar Meurers 1999 Lexical Generalizations in the Syntax of German Non-Finite Constructions
Miyagawa2012c	publication			Shigeru Miyagawa 2012 Agreements that occur mainly in the main clause
PullumScholz2002	publication			G. Pullum & Barbara C. Scholz 2002 Empirical assessment of stimulus poverty arguments
Rizzi2015	publication			L. Rizzi 2015 Cartography, Criteria, and Labeling
Chomsky2004GER	publication			Noam Chomsky 2004 The Generative Enterprise Revisited: Discussions with Riny Huybregts, Henk van Riemsdijk, Naoki Fukui and Mihoko Zushi
Portelance2020	publication			Eva Portelance 2019 Genuine verb stranding vP-ellipsis in Lithuanian*
DeCesareGreenwald2015	publication			A. M. Greenwald 2015 Defining Focusing Modifiers in a cross-linguistic perspective
CorverThiersch2001	publication			C. Thiersch & U. Tilburg 2001 Remarks on Parentheticals
Haspelmath2004	publication			Martin Haspelmath 2004 On directionality in language change with particular reference to grammaticalization
Rice2007	publication			C. Rice 2007 Chapter 10 The roles of GEN and CON in modeling ternary rhythm
Tomlin1995	publication			R. S. Tomlin 1995 Focal attention, voice, and word order: an experimental, cross-linguistic study
TraugottKönig1991	publication			E. Traugott & E. König 1991 The semantics-pragmatics of grammaticalization revisited
Gullifer2004	publication			Gullifer, Jason 2004 Processing reverse sluicing: A contrast with processing filler-gapdependences
Johnson1998	publication			Johnson, Kyle and Tomioka, Satoshi 1998 Lowering and mid-size clauses
Nissenbaum1998	publication			Nissenbaum, Jon 1998 Derived predicates and the interpretation of parasitic gaps, inKimary Shahin
ZaenenKarttunen1984	publication			Zaenen, Annie and Lauri Karttunen 1984 Morphological Non-Distinctiveness and Coordination
	publication			Johan Bos 1994 Presupposition as anaphora in the Verbmobil semantic formalism
	publication			Saul A. Kripke 1980 Naming and Necessity
	publication			Carmen Dobrovie-Sorin 1993 The Syntax of Romanian
	publication			M. Toosarvandani 2010 Association with Foci
	publication			H. V. Riemsdijk 1983 The Case of German Adjectives
	publication			Vincent Homer & R. Bhatt 2020 Restructuring and the scope of negation in Hindi-Urdu
	publication			A. Tash & Alexander Sugar 2018 Resultative constructions in Uyghur as verbal adjunction
	publication			W. Abraham 1991 Discourse particles in German
	publication			Andrew Radford 1997 Syntactic Theory and the Structure of English: A Minimalist Approach
	publication			 2021 You may like or dislike this thesis, and I do care which. An inquiry into sluicing and free choice
	publication			Jorunn Hetland 2003 Contrast, the fall-rise accent, and Information Focus
	publication			B. Partee 2008 Noun Phrase Interpretation and Type‐shifting Principles
	publication			G. Grewendorf & T. Zimmermann 2012 Discourse and grammar : from sentence types to lexical categories
	publication			L. Haegeman 1997 Elements of Grammar
	publication			Toshiyuki Yamada 2013 On the Multiple Subject Construction in Japanese : A Cartographic Approach
	publication			A. Stechow & D. Penka & S. Krasikova 2006 Anankastic conditionals again
	publication			Kazuhiko Fukushima 2015 Direct compositionality and word structure
	publication			J. Frampton 2004 Copies, Traces, Occurrences, and all that Evidence from Bulgarian multiple wh-phenomena 1
	publication			Daniel Lassiter 2017 Complex antecedents and probabilities in causal counterfactuals ∗
	publication			Adam Bjorndahl & Todd Snider 2014 Informative Counterfactuals
	publication			ScienceOpen Admin 2018 Glossa: a journal of general linguistics
	publication			C. Walsh & S. Sloman 2011 The Meaning of Cause and Prevent: The Role of Causal Mechanism
	publication			F. Ramsey 2001 The Foundations of Mathematics and Other Logical Essays
	publication			J. Kuhn & Sumir Keenan & Kate Arnold & A. Lemasson & Dylan Bumford & E. Chemla & Didier Demolin & Philippe Schlenker & D. Veselinovi & Institut & Jean Nicod 2019 On the -oo ‘suﬀix’ of Campbell’s monkeys (C. campbelli)
	publication			Hidematsu Miura & Eiki Miura & Hiroko Miura & Mitsuaki Shimojo & Akio Hasegawa & Sunyoung Hong & Osamu Ishiyama & Kazuhiro Kawachi & Kazunori Kimura & N. Muansuwan & Atsuko Nishiyama & Chris Phipps & Shigeyasu Sawada & Yukiko Sugiyama & Kozue Takubo & Kimio Tanihara & K. Toratani & Joy Wu 2008 Grammatical relations, reflexives and pseudo-raising in Japanese
	publication			T. Hoekstra & R. Mulder 1990 UNERGATIVES AS COPULAR VERBS; LOCATIONAL AND EXISTENTIAL PREDICATION
	publication			Nyu Itamar Kastner 2015 Edinburgh Research Explorer Factivity mirrors interpretation
	publication			J. Craenenbroeck & J. Rooryck 2009 Linguistic Variation Yearbook 8
	publication			S. Sugawa 2008 ELLIPSIS AND REPAIR EFFECTS
	publication			Judy B. Bernstein 1993 Topics in the syntax of nominal structure across Romance
